ensembl	featureID	exonBaseMean	dispersion	stat	pvalue	padj	control	treated	log2fold_treated_control	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.9	countData.10	countData.11	countData.12	countData.13	countData.14	countData.15	countData.35	transcripts
ENSG00000112852	E011	12.46655412	0.017035343	24.45050932	7.62E-07	0.001209145	3.960780365	7.529300977	1.857828266	chr5	141096834	141096866	33	+	7	7	31	19	22	6	4	5	"c(""ENST00000624994.1"", ""ENST00000622947.1"", ""ENST00000194155.6"")"
ENSG00000105419	E037	13.44591068	0.012338144	24.43144591	7.70E-07	0.001214568	4.200349642	7.63943686	1.730249136	chr19	47419123	47419152	30	-	5	9	39	17	14	8	3	16	"c(""ENST00000557833.1"", ""ENST00000558555.5"", ""ENST00000331559.9"", ""ENST00000561293.5"", ""ENST00000441740.6"")"
ENSG00000175928	E003	33.37774022	0.013252597	24.41758759	7.76E-07	0.001216759	7.644370032	11.48098834	1.181360748	chr3	3800871	3800964	94	+	24	23	78	33	39	25	15	37	ENST00000496115.1
ENSG00000205356	E004	50.93680765	0.003116446	24.40521197	7.81E-07	0.001218052	13.61374132	10.33853471	-0.802403169	chr7	98216737	98216759	23	-	55	70	64	36	43	62	60	26	"c(""ENST00000447648.6"", ""ENST00000463402.5"")"
ENSG00000149582	E016	40.76834309	0.009806903	24.34843552	8.04E-07	0.001247812	8.435466791	12.41154138	1.123100787	chr11	118531778	118531833	56	+	21	31	106	47	50	26	20	34	"c(""ENST00000527267.1"", ""ENST00000313236.9"", ""ENST00000532749.1"", ""ENST00000526941.1"", ""ENST00000525298.5"", ""ENST00000533587.5"", ""ENST00000528373.5"", ""ENST00000532762.5"", ""ENST00000524522.5"", ""ENST00000530423.5"", ""ENST00000527785.1"", ""ENST00000354064.11"", ""ENST00000533689.1"", ""ENST00000525129.1"", ""ENST00000529001.5"", ""ENST00000524725.5"", ""ENST00000534181.5"", ""ENST00000533137.5"", ""ENST00000442938.6"", ""ENST00000533102.5"", ""ENST00000529176.5"", ""ENST00000354284.8"", ""ENST00000528934.5"", ""ENST00000525118.5"", "
ENST00000411589																							
ENSG00000196781	E039	113.9233027	0.00139353	24.19430847	8.71E-07	0.001316745	15.8645943	19.42051097	0.596846236	chr9	81688449	81689305	857	-	89	107	235	122	110	88	73	109	ENST00000376499.7
ENSG00000133134	E011	29.25439343	0.00350017	24.13801651	8.97E-07	0.001339483	7.302366538	10.43914552	1.037056886	chrX	103310956	103311007	52	-	16	27	55	33	36	18	13	40	"c(""ENST00000372674.5"", ""ENST00000372677.7"")"
ENSG00000133275	E001	10.0984894	0.014847786	24.13163087	9.00E-07	0.001339483	3.084672812	6.592963967	2.19523505	chr19	1941149	1941418	270	+	2	5	38	15	10	2	3	9	ENST00000255641.12
ENSG00000167535	E059	251.951492	0.004143905	24.13317579	8.99E-07	0.001339483	23.54372692	28.58587732	0.587641994	chr12	48827585	48827868	284	+	194	303	488	250	296	208	188	138	"c(""ENST00000536187.6"", ""ENST00000548860.5"", ""ENST00000551544.5"", ""ENST00000552480.1"", ""ENST00000547392.5"", ""ENST00000301050.6"", ""ENST00000547230.5"", ""ENST00000540990.5"")"
ENSG00000183258	E055	34.53352171	0.009308759	24.10705725	9.11E-07	0.001342981	7.767000332	11.44789194	1.126829307	chr5	177516919	177516935	17	-	19	24	82	44	36	22	19	36	"c(""ENST00000503078.5"", ""ENST00000510171.3"", ""ENST00000507955.5"", ""ENST00000512431.5"", ""ENST00000625286.1"", ""ENST00000505081.5"", ""ENST00000506965.5"", ""ENST00000509576.5"", ""ENST00000629036.2"")"
ENSG00000032389	E031	19.45376982	0.033560561	24.02955499	9.49E-07	0.00137727	4.76872675	9.251604372	1.91888933	chr2	3377782	3377788	7	-	8	10	62	23	21	6	8	23	"c(""ENST00000441271.1"", ""ENST00000443925.6"", ""ENST00000382125.8"", ""ENST00000444776.1"", ""ENST00000398659.8"", ""ENST00000406835.6"", ""ENST00000455162.5"")"
ENSG00000059145	E002	107.7760202	0.004622799	23.98188804	9.72E-07	0.001403382	19.35171685	15.32495721	-0.687966277	chr16	1363206	1364173	968	-	105	119	140	95	103	118	130	63	"c(""ENST00000389221.8"", ""ENST00000248104.11"", ""ENST00000403703.5"")"
ENSG00000197530	E021	36.41810241	0.010906652	23.94810602	9.90E-07	0.001415654	12.22643545	8.28459205	-1.131602097	chr1	1617324	1617407	84	+	44	49	61	31	22	49	37	7	"c(""ENST00000477990.1"", ""ENST00000507082.1"")"
ENSG00000105419	E036	79.84169515	0.004084321	23.89887463	1.02E-06	0.001431275	12.95869144	16.62111751	0.72969817	chr19	47419070	47419122	53	-	43	95	167	98	80	56	47	68	"c(""ENST00000557833.1"", ""ENST00000559524.5"", ""ENST00000558555.5"", ""ENST00000331559.9"", ""ENST00000561293.5"", ""ENST00000441740.6"")"
ENSG00000106012	E017	54.36436723	0.002244407	23.64419177	1.16E-06	0.00154166	10.67399796	13.79856755	0.748963686	chr7	2571546	2571604	59	+	47	46	118	55	71	34	35	39	"c(""ENST00000415271.6"", ""ENST00000422276.3"", ""ENST00000476665.5"", ""ENST00000438376.6"", ""ENST00000623361.3"", ""ENST00000402050.6"", ""ENST00000470731.5"", ""ENST00000423395.5"", ""ENST00000325997.13"", ""ENST00000325979.11"", ""ENST00000611775.4"")"
ENSG00000167258	E002	67.78834916	0.010455278	23.60620444	1.18E-06	0.001553746	11.42327482	15.81427249	0.9512075	chr17	39461761	39462038	278	+	52	47	124	63	68	54	42	102	"c(""ENST00000584632.5"", ""ENST00000430627.6"")"
ENSG00000079432	E027	40.38201993	0.004741866	23.58826854	1.19E-06	0.001554293	8.591447037	12.00963767	0.973929017	chr19	42293657	42293750	94	+	26	28	112	45	55	25	15	27	"c(""ENST00000576505.6"", ""ENST00000573349.5"", ""ENST00000575354.6"", ""ENST00000572681.6"", ""ENST00000160740.7"")"
ENSG00000113657	E031	104.2239357	0.02194126	23.55381322	1.21E-06	0.001567139	13.30449781	20.04544129	1.206568286	chr5	147509536	147510056	521	-	52	71	237	102	106	72	69	144	ENST00000343218.9
ENSG00000088833	E021	91.43556727	0.003133731	23.33800133	1.36E-06	0.001708316	14.07274867	17.5586453	0.650257879	chr20	1466720	1466822	103	-	58	103	144	103	119	70	59	85	"c(""ENST00000478168.1"", ""ENST00000489203.2"", ""ENST00000470376.5"", ""ENST00000476071.5"", ""ENST00000487086.1"", ""ENST00000353088.6"", ""ENST00000381653.9"", ""ENST00000555359.1"", ""ENST00000555944.5"", ""ENST00000555568.5"", ""ENST00000216879.8"")"
ENSG00000182095	E016	30.02465557	0.005782864	23.33070673	1.36E-06	0.001708316	7.060401571	10.37722679	1.117352078	chr7	5324214	5324221	8	-	15	16	95	36	38	13	16	19	"c(""ENST00000399537.8"", ""ENST00000430969.5"")"
ENSG00000073910	E002	78.25899339	0.002209254	23.27027308	1.41E-06	0.001742092	13.10979067	16.33818055	0.64530077	chr13	32031555	32031865	311	+	71	78	114	91	78	58	59	84	"c(""ENST00000463566.1"", ""ENST00000380250.7"", ""ENST00000542859.5"")"
ENSG00000105655	E029	41.67626017	0.008657998	23.26844287	1.41E-06	0.001742092	8.455082734	12.30629182	1.091514694	chr19	18437599	18437760	162	-	20	23	121	43	57	19	29	31	"c(""ENST00000577916.6"", ""ENST00000581800.5"", ""ENST00000583534.1"", ""ENST00000578352.5"", ""ENST00000582770.6"", ""ENST00000338128.12"")"
ENSG00000137100	E027	15.03399671	0.010463913	23.27221657	1.41E-06	0.001742092	4.694521345	8.008611467	1.545630253	chr9	34620481	34620481	1	-	1	12	31	16	20	10	10	22	"c(""ENST00000378913.6"", ""ENST00000378916.8"")"
ENSG00000139182	E005	53.15077098	0.00558498	23.21532633	1.45E-06	0.001783321	10.33085326	13.86887924	0.858884809	chr12	7130580	7130712	133	+	42	51	110	52	75	33	30	42	"c(""ENST00000541953.5"", ""ENST00000266546.10"")"
ENSG00000044090	E030	44.09285925	0.010796115	23.18385916	1.47E-06	0.001788195	8.949649442	12.86451093	1.056068494	chr6	43053622	43053699	78	-	25	38	89	48	66	19	33	40	ENST00000265348.7
ENSG00000104722	E005	412.4746311	0.024537316	23.19081427	1.47E-06	0.001788195	26.0501927	38.90496687	1.244868236	chr8	24913805	24914426	622	+	259	430	1166	434	410	270	183	281	"c(""ENST00000518131.5"", ""ENST00000521540.1"", ""ENST00000437366.2"", ""ENST00000221166.9"")"
ENSG00000113522	E002	34.24203842	0.018559621	23.16992901	1.48E-06	0.001788195	7.475355237	11.69809146	1.300731415	chr5	132556938	132557230	293	+	25	22	71	42	33	10	25	50	"c(""ENST00000533482.5"", ""ENST00000378823.7"")"
ENSG00000173846	E002	17.41584368	0.018498528	23.1755725	1.48E-06	0.001788195	4.901410758	8.63697247	1.64004111	chr1	44800388	44800673	286	+	9	10	47	27	17	5	11	16	"c(""ENST00000465443.5"", ""ENST00000372201.4"")"
ENSG00000075275	E039	182.8450628	0.005485351	23.10996464	1.53E-06	0.001819344	19.55465505	24.16962492	0.632711089	chr22	46463707	46464345	639	-	116	135	418	210	221	123	133	136	"c(""ENST00000262738.7"", ""ENST00000454637.1"")"
ENSG00000002834	E016	90.3141534	0.017929412	23.06065409	1.57E-06	0.00184697	12.60584787	18.38722392	1.108240284	chr17	38915142	38915146	5	+	48	70	221	108	115	59	52	66	"c(""ENST00000318008.10"", ""ENST00000585841.5"", ""ENST00000579123.1"", ""ENST00000443937.7"", ""ENST00000433206.6"", ""ENST00000435347.7"")"
ENSG00000152409	E001	100.9860818	0.006139618	23.00789951	1.61E-06	0.001890728	14.7105495	18.78038211	0.71921066	chr5	79236189	79237682	1494	+	92	98	194	94	96	83	66	105	ENST00000396137.4
ENSG00000151892	E016	11.08436787	0.030562118	22.97394833	1.64E-06	0.001909082	3.436998716	7.103513791	2.098882345	chr10	116272561	116272643	83	-	2	8	21	12	13	5	2	27	ENST00000490345.1
ENSG00000132635	E012	26.78951749	0.027102034	22.88610859	1.72E-06	0.001990414	6.374585703	10.62001808	1.480443097	chr20	2840211	2840671	461	-	10	31	65	29	37	14	6	29	"c(""ENST00000448755.5"", ""ENST00000360652.6"")"
ENSG00000178149	E040	27.1175648	0.006164898	22.76194149	1.83E-06	0.002090074	7.007474929	10.28872698	1.114235011	chr3	49020846	49021058	213	-	22	20	55	24	27	15	16	43	"c(""ENST00000313778.9"", ""ENST00000440857.5"")"
ENSG00000148337	E062	51.19969742	0.001958141	22.73786474	1.86E-06	0.00210819	10.27529082	13.29355569	0.75065834	chr9	128190813	128190824	12	-	37	44	90	58	66	35	30	55	"c(""ENST00000277465.8"", ""ENST00000393608.5"", ""ENST00000488559.6"", ""ENST00000372954.5"", ""ENST00000629610.2"", ""ENST00000357558.9"", ""ENST00000372948.7"", ""ENST00000491954.5"", ""ENST00000467178.5"", ""ENST00000372938.9"", ""ENST00000498156.5"", ""ENST00000538431.5"", ""ENST00000420484.2"", ""ENST00000324544.6"")"
ENSG00000169738	E037	31.28860471	0.066298168	22.61472197	1.98E-06	0.002230365	5.560982977	12.11890026	2.260029551	chr17	82036988	82036995	8	-	9	21	122	32	32	10	6	32	"c(""ENST00000585164.2"", ""ENST00000577712.5"", ""ENST00000579334.5"", ""ENST00000580750.5"", ""ENST00000306869.6"", ""ENST00000582900.5"", ""ENST00000578273.5"", ""ENST00000580320.5"", ""ENST00000582613.5"", ""ENST00000579155.1"", ""ENST00000578885.5"", ""ENST00000585085.1"", ""ENST00000581584.5"", ""ENST00000577532.5"")"
ENSG00000015133	E023	42.53197046	0.003066249	22.56833115	2.03E-06	0.002258983	9.291960781	12.34278616	0.826245493	chr14	91299927	91300070	144	-	30	38	91	48	54	25	31	30	ENST00000389857.10
ENSG00000197530	E027	121.074416	0.011296919	22.54521402	2.05E-06	0.002277366	21.20952811	15.69380179	-0.890609353	chr1	1617899	1619210	1312	+	140	160	188	96	120	123	128	37	ENST00000477990.1
ENSG00000196642	E012	89.27146555	0.008790897	22.52368881	2.08E-06	0.002284526	17.91631191	13.58587229	-0.812812112	chr9	136834171	136834340	170	+	125	104	106	62	83	104	103	40	"c(""ENST00000371671.8"", ""ENST00000436380.5"")"
ENSG00000150394	E034	24.91783554	0.019515022	22.44291223	2.16E-06	0.002348364	6.269738611	10.33054995	1.448053458	chr16	62036313	62036402	90	-	15	20	70	21	26	12	14	29	"c(""ENST00000577390.5"", ""ENST00000584337.5"", ""ENST00000582980.1"", ""ENST00000299345.10"")"
ENSG00000100167	E004	118.9750757	0.003280976	22.41699409	2.19E-06	0.002362231	16.26786117	19.89976966	0.595380458	chr22	41976934	41977049	116	+	99	125	188	140	129	93	92	98	"c(""ENST00000396425.7"", ""ENST00000406029.5"", ""ENST00000396426.7"")"
ENSG00000114631	E001	63.63501925	0.007861176	22.41030276	2.20E-06	0.002362231	11.26138891	15.00060329	0.837705915	chr3	127629181	127629289	109	+	42	66	146	84	56	34	35	59	ENST00000342480.6
ENSG00000169738	E038	30.83045564	0.059763051	22.39218347	2.22E-06	0.002375887	5.630557887	11.9841382	2.191460192	chr17	82036996	82037013	18	-	10	19	120	31	31	11	7	31	"c(""ENST00000585164.2"", ""ENST00000577712.5"", ""ENST00000579334.5"", ""ENST00000580750.5"", ""ENST00000306869.6"", ""ENST00000582900.5"", ""ENST00000578273.5"", ""ENST00000580320.5"", ""ENST00000582613.5"", ""ENST00000579155.1"", ""ENST00000578885.5"", ""ENST00000585085.1"", ""ENST00000581584.5"")"
ENSG00000160949	E045	33.57284071	0.008398523	22.3368756	2.29E-06	0.00243638	11.53665854	7.977400683	-1.071858159	chr8	144442413	144442676	264	-	36	43	40	23	25	37	51	18	ENST00000497613.2
ENSG00000204580	E041	53.67354013	0.005780066	22.32188204	2.31E-06	0.002437683	10.2665543	13.8896808	0.881426206	chr6	30884556	30884650	95	+	39	46	129	60	61	33	29	44	"c(""ENST00000507901.5"", ""ENST00000507046.5"", ""ENST00000428153.6"", ""ENST00000412274.6"", ""ENST00000376568.7"", ""ENST00000482050.1"", ""ENST00000505534.5"", ""ENST00000376569.7"", ""ENST00000515529.4"", ""ENST00000376570.8"", ""ENST00000452441.5"", ""ENST00000454612.6"", ""ENST00000515219.5"", ""ENST00000482873.6"", ""ENST00000513243.5"", ""ENST00000504651.5"", ""ENST00000513043.5"", ""ENST00000503180.5"", ""ENST00000515881.5"", ""ENST00000324771.12"", ""ENST00000509639.5"")"
ENSG00000067064	E010	73.74810329	0.004537391	22.27987434	2.36E-06	0.00246184	12.49524933	16.04702956	0.732620224	chr10	1048398	1048863	466	-	57	87	96	85	58	54	39	122	ENST00000429642.1
ENSG00000127616	E016	41.603994	0.027362697	22.17982377	2.48E-06	0.002559944	7.674766042	12.981939	1.528281954	chr19	10986905	10987003	99	+	13	27	137	49	51	20	21	27	"c(""ENST00000591545.5"", ""ENST00000590574.5"", ""ENST00000413806.7"", ""ENST00000344626.8"", ""ENST00000450717.7"", ""ENST00000589677.5"", ""ENST00000444061.7"", ""ENST00000541122.6"", ""ENST00000429416.7"")"
ENSG00000061938	E048	53.53249386	0.002869536	22.01740757	2.70E-06	0.002718715	13.88290426	10.78376366	-0.737022711	chr3	195883310	195884811	1502	-	58	76	75	34	44	66	52	35	ENST00000481865.5
ENSG00000117713	E002	27.50474554	0.005665719	21.92617194	2.83E-06	0.002802754	7.130701082	10.2550712	1.054223542	chr1	26696404	26697540	1137	+	18	25	55	33	36	20	12	25	"c(""ENST00000457599.6"", ""ENST00000324856.11"")"
ENSG00000213523	E012	28.32638565	0.006835402	21.92665267	2.83E-06	0.002802754	7.136927195	10.37726658	1.086141943	chr5	140557273	140557332	60	-	17	21	58	31	38	14	21	30	"c(""ENST00000520427.1"", ""ENST00000523259.5"", ""ENST00000602775.5"", ""ENST00000602875.5"")"
ENSG00000217128	E022	34.41226245	0.00452682	21.81836596	3.00E-06	0.002910474	8.122911122	11.22866741	0.940629644	chr5	131795608	131796829	1222	-	18	30	48	38	30	30	17	67	ENST00000623690.1
ENSG00000071564	E040	141.5782244	0.011548992	21.77463826	3.07E-06	0.002943273	16.45377901	21.58867623	0.804409942	chr19	1622054	1622223	170	-	60	119	413	158	167	90	71	94	"c(""ENST00000588136.5"", ""ENST00000262965.9"", ""ENST00000611869.4"", ""ENST00000610756.4"", ""ENST00000453954.6"", ""ENST00000395423.7"", ""ENST00000344749.9"")"
ENSG00000167302	E025	25.17577132	0.005970331	21.7772138	3.06E-06	0.002943273	9.87204672	6.954522828	-1.016019686	chr17	81237529	81237550	22	-	49	30	39	8	15	29	29	10	"c(""ENST00000576090.5"", ""ENST00000571094.1"")"
ENSG00000005448	E005	19.48784595	0.007997539	21.7393144	3.12E-06	0.002944258	5.747697774	8.929546994	1.276176618	chr2	74421759	74421763	5	+	14	15	46	21	18	9	12	25	"c(""ENST00000480089.5"", ""ENST00000475328.5"", ""ENST00000348227.4"", ""ENST00000409791.5"", ""ENST00000465134.5"", ""ENST00000469932.5"", ""ENST00000493982.5"", ""ENST00000461531.5"", ""ENST00000426787.5"")"
ENSG00000071564	E028	99.103991	0.00460525	21.7119051	3.17E-06	0.002944258	14.39860665	17.87962434	0.63669831	chr19	1619136	1619150	15	-	53	74	265	107	123	61	70	62	"c(""ENST00000590684.5"", ""ENST00000588136.5"", ""ENST00000262965.9"", ""ENST00000611869.4"", ""ENST00000610756.4"", ""ENST00000585855.2"", ""ENST00000586410.2"", ""ENST00000453954.6"", ""ENST00000395423.7"", ""ENST00000344749.9"", ""ENST00000590605.2"", ""ENST00000593064.5"", ""ENST00000590436.5"")"
ENSG00000114554	E023	56.57837718	0.005471764	21.7431446	3.12E-06	0.002944258	14.39729954	10.88250861	-0.81701729	chr3	127026385	127027939	1555	+	76	74	66	52	55	58	55	24	ENST00000503234.5
ENSG00000148337	E063	46.08054656	0.002292806	21.71263357	3.17E-06	0.002944258	9.698945296	12.66764545	0.777557756	chr9	128190825	128190834	10	-	36	40	82	52	60	30	24	50	"c(""ENST00000277465.8"", ""ENST00000393608.5"", ""ENST00000488559.6"", ""ENST00000372954.5"", ""ENST00000629610.2"", ""ENST00000357558.9"", ""ENST00000372948.7"", ""ENST00000491954.5"", ""ENST00000476727.6"", ""ENST00000467178.5"", ""ENST00000372938.9"", ""ENST00000498156.5"", ""ENST00000538431.5"", ""ENST00000420484.2"", ""ENST00000324544.6"")"
ENSG00000136485	E003	19.01080135	0.059996053	21.69201989	3.20E-06	0.002965492	4.387682342	9.537069056	2.247806411	chr17	63550500	63550509	10	+	5	11	68	17	26	6	7	19	"c(""ENST00000415273.2"", ""ENST00000431926.5"", ""ENST00000614556.4"")"
ENSG00000072071	E039	18.91565498	0.007017817	21.65819521	3.26E-06	0.003008695	5.525091513	8.729540484	1.32467713	chr19	14205985	14206169	185	-	9	15	53	19	31	10	9	10	"c(""ENST00000361434.7"", ""ENST00000340736.10"")"
ENSG00000136485	E002	16.29225433	0.06045389	21.61730712	3.33E-06	0.003027069	3.997629782	8.864983327	2.304611159	chr17	63550482	63550499	18	+	4	8	57	13	23	5	7	19	"c(""ENST00000614556.4"", ""ENST00000431926.5"")"
ENSG00000167302	E024	27.9158149	0.004547506	21.6223679	3.32E-06	0.003027069	10.29106716	7.426149477	-0.946813705	chr17	81237460	81237528	69	-	51	36	40	11	16	28	34	15	"c(""ENST00000576090.5"", ""ENST00000574517.1"", ""ENST00000571094.1"")"
ENSG00000188157	E049	197.5729825	0.018602842	21.63427519	3.30E-06	0.003027069	27.52314595	19.40176678	-1.049178212	chr1	1052017	1053460	1444	+	212	238	325	178	202	182	245	30	ENST00000461111.1
ENSG00000225663	E022	16.13672961	0.008871398	21.61640524	3.33E-06	0.003027069	8.398887	5.295095489	-1.335607634	chr17	81826195	81826379	185	-	22	24	20	6	13	19	19	10	ENST00000576730.5
ENSG00000119185	E041	33.35357445	0.022308033	21.59220188	3.37E-06	0.003046528	7.27152275	11.62056692	1.361442993	chr2	9423431	9423444	14	-	22	27	76	33	40	17	11	48	"c(""ENST00000463190.1"", ""ENST00000238091.8"", ""ENST00000355346.8"", ""ENST00000497031.5"", ""ENST00000464228.5"", ""ENST00000490426.5"", ""ENST00000488451.5"", ""ENST00000483795.5"")"
ENSG00000151327	E006	18.61340298	0.006296693	21.50975763	3.52E-06	0.003141446	5.574443853	8.592446664	1.253033609	chr14	35046407	35046452	46	+	8	14	37	23	23	15	8	23	ENST00000280987.8
ENSG00000061273	E038	31.75365681	0.004008354	21.44985763	3.63E-06	0.003229493	7.741658713	10.91655365	0.997908187	chr12	47792001	47792004	4	-	19	28	74	36	42	21	18	22	"c(""ENST00000427332.6"", ""ENST00000548938.5"", ""ENST00000548080.5"", ""ENST00000354334.7"", ""ENST00000470668.5"", ""ENST00000080059.11"", ""ENST00000552960.5"", ""ENST00000477203.6"", ""ENST00000477937.2"", ""ENST00000380610.8"", ""ENST00000459625.5"")"
ENSG00000169062	E006	21.64335443	0.031415551	21.44506002	3.64E-06	0.003229493	5.473935845	9.6583422	1.645133623	chr13	114281720	114281846	127	+	13	18	57	22	23	6	7	33	"c(""ENST00000492270.1"", ""ENST00000375299.7"", ""ENST00000351487.5"", ""ENST00000480362.5"", ""ENST00000484246.5"", ""ENST00000618700.4"")"
ENSG00000157191	E009	63.87535144	0.005980472	21.40438066	3.72E-06	0.00327881	11.40235986	14.92888786	0.787415288	chr1	16440758	16440771	14	+	46	65	97	70	73	43	30	94	"c(""ENST00000508680.5"", ""ENST00000492095.5"", ""ENST00000496239.5"", ""ENST00000504551.6"", ""ENST00000486390.1"", ""ENST00000443980.6"", ""ENST00000459640.5"", ""ENST00000504858.5"", ""ENST00000457722.6"", ""ENST00000337132.9"")"
ENSG00000148337	E064	42.70637751	0.002572901	21.38889763	3.75E-06	0.003295439	9.28300832	12.24734417	0.806396705	chr9	128190835	128190857	23	-	34	35	78	45	56	26	24	49	"c(""ENST00000277465.8"", ""ENST00000393608.5"", ""ENST00000488559.6"", ""ENST00000372954.5"", ""ENST00000629610.2"", ""ENST00000357558.9"", ""ENST00000372948.7"", ""ENST00000476727.6"", ""ENST00000467178.5"", ""ENST00000372938.9"", ""ENST00000498156.5"", ""ENST00000538431.5"", ""ENST00000420484.2"", ""ENST00000324544.6"")"
ENSG00000117616	E026	153.2348222	0.003076505	21.29867917	3.93E-06	0.003402979	18.36474481	22.34429498	0.583088469	chr1	25246536	25246576	41	-	121	161	303	135	148	83	113	194	"c(""ENST00000570063.5"", ""ENST00000243189.11"", ""ENST00000568212.1"", ""ENST00000568254.5"", ""ENST00000473314.6"", ""ENST00000431849.3"", ""ENST00000498238.1"", ""ENST00000565733.5"")"
ENSG00000101997	E010	33.22989112	0.006988574	21.22173013	4.09E-06	0.003493399	7.733181351	10.9946665	1.021838237	chrX	49243347	49243462	116	+	14	25	79	43	34	17	23	36	"c(""ENST00000376227.3"", ""ENST00000496651.5"")"
ENSG00000114019	E025	104.0081142	0.004975497	21.22018241	4.09E-06	0.003493399	14.82015444	18.43189642	0.64202995	chr3	134371313	134371334	22	-	56	79	228	108	111	82	70	116	"c(""ENST00000505596.1"", ""ENST00000513145.1"", ""ENST00000511759.1"", ""ENST00000515172.1"", ""ENST00000249883.9"", ""ENST00000422605.6"", ""ENST00000504234.1"", ""ENST00000506107.1"", ""ENST00000512955.1"", ""ENST00000514516.5"", ""ENST00000510560.1"")"
